price,area,rooms,city,municipality,floor,total_floors,building_year,elevator,terrace,parking,url
284795.0,103.0,5.0,Beograd,Čukarica,3.0,3.0,,False,True,True,https://www.nekretnine.rs/oglasi/1052151/
129930.0,71.0,3.0,Beograd,Zemun,2.0,2.0,,False,True,True,https://www.nekretnine.rs/oglasi/1040165/
374900.0,71.0,3.0,Beograd,Vračar,3.0,4.0,,True,True,True,https://www.nekretnine.rs/oglasi/1052097/
199920.0,85.0,3.0,Beograd,Zvezdara,7.0,7.0,,True,True,True,https://www.nekretnine.rs/oglasi/1016725/
379800.0,107.0,4.0,Beograd,Vračar,2.0,7.0,,True,True,True,https://www.nekretnine.rs/oglasi/1053181/
439000.0,111.0,3.0,Beograd,Stari Grad,2.0,6.0,,True,True,True,https://www.nekretnine.rs/oglasi/1028585/
189995.0,79.0,3.0,Beograd,Čukarica,0.0,2.0,2018.0,False,True,True,https://www.nekretnine.rs/oglasi/1040145/
160000.0,54.0,2.0,Beograd,Zvezdara,4.0,4.0,2026.0,True,True,False,https://www.nekretnine.rs/oglasi/1094563/
140000.0,50.0,2.5,Beograd,Rakovica,4.0,4.0,1970.0,False,True,False,https://www.nekretnine.rs/oglasi/1094511/
150700.0,67.0,3.0,Beograd,Rakovica,3.0,5.0,,False,True,True,https://www.nekretnine.rs/oglasi/1004855/
365000.0,97.0,3.0,Beograd,Zvezdara,0.0,3.0,2026.0,True,True,False,https://www.nekretnine.rs/oglasi/1094505/
149900.0,79.0,3.0,Beograd,Čukarica,,3.0,,False,True,True,https://www.nekretnine.rs/oglasi/1029041/
169970.0,71.0,3.0,Beograd,Voždovac,,4.0,,False,True,True,https://www.nekretnine.rs/oglasi/1028583/
330000.0,92.0,4.0,Beograd,Rakovica,2.0,6.0,,True,True,False,https://www.nekretnine.rs/oglasi/1086561/
359000.0,100.0,2.0,Beograd,Stari Grad,6.0,6.0,,True,False,False,https://www.nekretnine.rs/oglasi/1049989/
790000.0,114.0,4.0,Beograd,Stari Grad,5.0,6.0,,True,True,True,https://www.nekretnine.rs/oglasi/31677/
399000.0,118.0,4.0,Beograd,Voždovac,4.0,4.0,2026.0,True,True,True,https://www.nekretnine.rs/oglasi/1023033/
300000.0,75.0,2.0,Beograd,Novi Beograd,3.0,6.0,,True,True,True,https://www.nekretnine.rs/oglasi/33455/
440000.0,107.0,3.0,Beograd,Novi Beograd,9.0,9.0,2026.0,True,False,False,https://www.nekretnine.rs/oglasi/1069369/
74800.0,44.0,2.0,Beograd,Čukarica,2.0,2.0,2025.0,False,False,True,https://www.nekretnine.rs/oglasi/1067355/
98600.0,58.0,1.0,Beograd,Čukarica,2.0,2.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/1067581/
114000.0,73.0,3.0,Beograd,Grocka,1.0,1.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/1016145/
349800.0,105.0,6.0,Beograd,Savski Venac,1.0,5.0,1939.0,True,True,True,https://www.nekretnine.rs/oglasi/877811/
420000.0,142.0,4.0,Beograd,Zemun,2.0,3.0,2008.0,True,True,True,https://www.nekretnine.rs/oglasi/72139/
184900.0,52.0,3.0,Beograd,Voždovac,2.0,4.0,1968.0,False,True,False,https://www.nekretnine.rs/oglasi/1020661/
195000.0,63.0,3.0,Beograd,Zvezdara,1.0,4.0,2018.0,False,True,True,https://www.nekretnine.rs/oglasi/73097/
489900.0,99.0,4.0,Beograd,Voždovac,3.0,7.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/42347/
285000.0,66.0,3.0,Beograd,Savski Venac,2.0,3.0,1936.0,False,True,False,https://www.nekretnine.rs/oglasi/74009/
1080000.0,400.0,5.0,Beograd,Zvezdara,5.0,5.0,2016.0,True,True,True,https://www.nekretnine.rs/oglasi/74965/
87000.0,33.0,2.0,Beograd,Čukarica,2.0,5.0,2001.0,False,True,False,https://www.nekretnine.rs/oglasi/1025151/
130000.0,92.0,3.0,Beograd,Palilula,1.0,2.0,2020.0,False,False,True,https://www.nekretnine.rs/oglasi/42269/
199000.0,40.0,2.0,Beograd,Vračar,1.0,1.0,,False,True,False,https://www.nekretnine.rs/oglasi/1058113/
240000.0,88.0,3.0,Beograd,Voždovac,7.0,7.0,2014.0,True,True,False,https://www.nekretnine.rs/oglasi/1056045/
520000.0,127.0,4.0,Beograd,Voždovac,4.0,4.0,2020.0,True,False,True,https://www.nekretnine.rs/oglasi/1041771/
349000.0,94.0,4.0,Beograd,Zemun,1.0,5.0,1970.0,False,True,False,https://www.nekretnine.rs/oglasi/31243/
116000.0,43.0,2.0,Beograd,Surčin,2.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97593/
505400.0,133.0,4.0,Beograd,Voždovac,4.0,4.0,2025.0,True,True,True,https://www.nekretnine.rs/oglasi/1001203/
196800.0,41.0,2.0,Beograd,Zemun,3.0,7.0,2018.0,False,True,False,https://www.nekretnine.rs/oglasi/31299/
721000.0,205.0,5.0,Beograd,Voždovac,4.0,4.0,2008.0,True,True,True,https://www.nekretnine.rs/oglasi/75861/
296000.0,74.0,4.0,Beograd,Zvezdara,2.0,3.0,2023.0,True,True,True,https://www.nekretnine.rs/oglasi/1052595/
371900.0,81.0,3.0,Beograd,Novi Beograd,1.0,6.0,2016.0,True,True,False,https://www.nekretnine.rs/oglasi/1021069/
139000.0,86.0,4.0,Beograd,Grocka,1.0,1.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/1028041/
516900.0,114.0,3.0,Beograd,Savski Venac,8.0,8.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/42423/
185000.0,50.0,2.0,Beograd,Zemun,5.0,5.0,2023.0,True,True,False,https://www.nekretnine.rs/oglasi/1003205/
303000.0,118.0,5.0,Beograd,Zvezdara,6.0,6.0,2014.0,True,True,False,https://www.nekretnine.rs/oglasi/495525/
272427.0,79.0,3.0,Beograd,Zemun,1.0,1.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/1052215/
133000.0,50.0,2.0,Beograd,Zvezdara,3.0,3.0,2009.0,False,False,False,https://www.nekretnine.rs/oglasi/1039615/
349000.0,134.0,5.0,Beograd,Stari Grad,4.0,4.0,,False,False,False,https://www.nekretnine.rs/oglasi/999891/
349000.0,90.0,4.0,Beograd,Vračar,4.0,6.0,1970.0,True,True,False,https://www.nekretnine.rs/oglasi/1028051/
183000.0,51.0,2.0,Beograd,Voždovac,3.0,4.0,2012.0,False,True,False,https://www.nekretnine.rs/oglasi/1013205/
384000.0,102.0,4.0,Beograd,Čukarica,5.0,5.0,1980.0,False,True,False,https://www.nekretnine.rs/oglasi/63399/
227500.0,65.0,3.0,Beograd,Zvezdara,4.0,4.0,2026.0,True,True,True,https://www.nekretnine.rs/oglasi/1024997/
350000.0,77.0,3.0,Beograd,Savski Venac,2.0,2.0,2015.0,False,True,True,https://www.nekretnine.rs/oglasi/797637/
92000.0,55.0,3.0,Beograd,Zvezdara,2.0,4.0,2010.0,False,True,False,https://www.nekretnine.rs/oglasi/446181/
180000.0,63.0,3.0,Beograd,Zvezdara,3.0,4.0,2010.0,False,True,False,https://www.nekretnine.rs/oglasi/30935/
230000.0,67.0,3.0,Beograd,Palilula,1.0,5.0,2022.0,True,True,False,https://www.nekretnine.rs/oglasi/1035423/
795000.0,116.0,4.0,Beograd,Stari Grad,5.0,6.0,,False,True,False,https://www.nekretnine.rs/oglasi/30525/
160000.0,84.0,3.0,Beograd,Zemun,2.0,2.0,,False,True,True,https://www.nekretnine.rs/oglasi/31035/
417000.0,95.0,3.0,Beograd,Stari Grad,2.0,7.0,,True,False,False,https://www.nekretnine.rs/oglasi/1004297/
249000.0,56.0,2.0,Beograd,Novi Beograd,2.0,7.0,,True,True,False,https://www.nekretnine.rs/oglasi/1039285/
160000.0,80.0,3.0,Beograd,Palilula,4.0,5.0,,False,True,False,https://www.nekretnine.rs/oglasi/1051639/
395000.0,81.0,3.0,Beograd,Savski Venac,6.0,8.0,,True,True,True,https://www.nekretnine.rs/oglasi/1029697/
175000.0,57.0,2.0,Beograd,Zvezdara,1.0,3.0,,False,True,True,https://www.nekretnine.rs/oglasi/1038829/
315000.0,78.0,3.0,Beograd,Stari Grad,4.0,4.0,,True,False,False,https://www.nekretnine.rs/oglasi/1028581/
278000.0,135.0,6.0,Beograd,Palilula,4.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/30667/
515000.0,103.0,4.0,Beograd,Vračar,3.0,6.0,,True,True,False,https://www.nekretnine.rs/oglasi/1018383/
275000.0,73.0,3.0,Beograd,Zvezdara,4.0,6.0,,False,True,True,https://www.nekretnine.rs/oglasi/1055611/
244000.0,61.0,3.0,Beograd,Zemun,2.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1051133/
195000.0,48.0,2.0,Beograd,Palilula,4.0,5.0,,False,True,True,https://www.nekretnine.rs/oglasi/1024087/
290000.0,54.0,2.0,Beograd,Savski Venac,5.0,15.0,2022.0,True,True,True,https://www.nekretnine.rs/oglasi/32869/
420000.0,136.0,3.0,Beograd,Voždovac,3.0,4.0,,False,True,True,https://www.nekretnine.rs/oglasi/1051643/
685000.0,130.0,4.0,Beograd,Vračar,3.0,4.0,,True,True,True,https://www.nekretnine.rs/oglasi/1041707/
330000.0,94.0,4.0,Beograd,Zvezdara,3.0,4.0,,True,True,False,https://www.nekretnine.rs/oglasi/1028043/
230000.0,70.0,2.0,Beograd,Novi Beograd,2.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1004315/
1510000.0,176.0,4.0,Beograd,Savski Venac,18.0,24.0,,False,True,False,https://www.nekretnine.rs/oglasi/1058827/
199900.0,64.0,3.0,Beograd,Novi Beograd,18.0,19.0,,True,True,True,https://www.nekretnine.rs/oglasi/1028055/
163000.0,37.0,2.0,Beograd,Zemun,4.0,7.0,,True,True,True,https://www.nekretnine.rs/oglasi/832391/
280000.0,70.0,2.0,Beograd,Novi Beograd,2.0,10.0,2023.0,True,True,True,https://www.nekretnine.rs/oglasi/33395/
66500.0,38.0,2.0,Beograd,Grocka,3.0,3.0,2024.0,False,True,True,https://www.nekretnine.rs/oglasi/1065389/
790000.0,196.0,4.0,Beograd,Novi Beograd,3.0,7.0,1998.0,True,True,True,https://www.nekretnine.rs/oglasi/77431/
247500.0,66.0,3.0,Beograd,Zemun,5.0,6.0,,True,True,True,https://www.nekretnine.rs/oglasi/1018857/
161000.0,85.0,4.0,Beograd,Zemun,1.0,1.0,,False,False,False,https://www.nekretnine.rs/oglasi/30793/
135000.0,70.0,3.0,Beograd,Grocka,2.0,3.0,,False,True,False,https://www.nekretnine.rs/oglasi/1041917/
459000.0,142.0,4.0,Beograd,Čukarica,2.0,2.0,,False,True,False,https://www.nekretnine.rs/oglasi/1057333/
119000.0,34.0,2.0,Beograd,Palilula,2.0,5.0,,False,True,True,https://www.nekretnine.rs/oglasi/1044327/
397000.0,140.0,5.0,Beograd,Čukarica,3.0,4.0,,False,True,True,https://www.nekretnine.rs/oglasi/341647/
194000.0,73.0,3.0,Beograd,Zemun,19.0,22.0,,True,False,True,https://www.nekretnine.rs/oglasi/1040143/
329000.0,110.0,3.0,Beograd,Vračar,2.0,3.0,,False,True,False,https://www.nekretnine.rs/oglasi/1017803/
208000.0,52.0,2.0,Beograd,Rakovica,1.0,6.0,,False,True,False,https://www.nekretnine.rs/oglasi/1004309/
520000.0,175.0,5.0,Beograd,Zemun,2.0,2.0,,False,True,True,https://www.nekretnine.rs/oglasi/1040667/
800000.0,124.0,4.0,Beograd,Stari Grad,2.0,6.0,,True,True,False,https://www.nekretnine.rs/oglasi/94507/
169900.0,63.0,3.0,Beograd,Novi Beograd,6.0,6.0,,True,False,False,https://www.nekretnine.rs/oglasi/1040545/
360000.0,104.0,5.0,Beograd,Novi Beograd,1.0,4.0,,True,True,False,https://www.nekretnine.rs/oglasi/1008777/
189000.0,70.0,3.0,Beograd,Voždovac,1.0,7.0,,True,True,False,https://www.nekretnine.rs/oglasi/1004851/
148000.0,74.0,3.0,Beograd,Sopot,1.0,2.0,,False,True,False,https://www.nekretnine.rs/oglasi/1058715/
440000.0,78.0,3.0,Beograd,Novi Beograd,18.0,22.0,,False,True,False,https://www.nekretnine.rs/oglasi/1057611/
379900.0,112.0,3.0,Beograd,Vračar,1.0,1.0,,False,True,False,https://www.nekretnine.rs/oglasi/1040669/
284000.0,142.0,5.0,Beograd,Voždovac,1.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1016063/
150000.0,59.0,3.0,Beograd,Zemun,4.0,4.0,,False,False,False,https://www.nekretnine.rs/oglasi/1028703/
225000.0,60.0,2.0,Beograd,Novi Beograd,7.0,9.0,,True,False,False,https://www.nekretnine.rs/oglasi/1028477/
269000.0,79.0,3.0,Beograd,Zvezdara,1.0,5.0,,True,True,False,https://www.nekretnine.rs/oglasi/1006977/
190000.0,76.0,3.0,Beograd,Zvezdara,5.0,6.0,,True,True,False,https://www.nekretnine.rs/oglasi/1004859/
195000.0,44.0,3.0,Beograd,Vračar,2.0,2.0,,True,True,False,https://www.nekretnine.rs/oglasi/1004447/
125000.0,50.0,2.0,Beograd,Zvezdara,6.0,6.0,,True,False,False,https://www.nekretnine.rs/oglasi/1020185/
550000.0,109.0,4.0,Beograd,Savski Venac,15.0,20.0,2024.0,True,True,True,https://www.nekretnine.rs/oglasi/1020001/
250000.0,95.0,4.0,Beograd,Rakovica,2.0,3.0,,False,True,False,https://www.nekretnine.rs/oglasi/63227/
492800.0,112.0,3.0,Beograd,Zvezdara,6.0,9.0,,True,True,True,https://www.nekretnine.rs/oglasi/1004891/
255000.0,69.0,3.0,Beograd,Novi Beograd,5.0,8.0,,True,True,False,https://www.nekretnine.rs/oglasi/1016837/
205000.0,65.0,3.0,Beograd,Zvezdara,4.0,6.0,,True,False,False,https://www.nekretnine.rs/oglasi/1004861/
189000.0,72.0,3.0,Beograd,Vračar,18.0,20.0,,False,True,False,https://www.nekretnine.rs/oglasi/30751/
360000.0,91.0,4.0,Beograd,Novi Beograd,3.0,6.0,,True,True,False,https://www.nekretnine.rs/oglasi/1042425/
259000.0,70.0,3.0,Beograd,Voždovac,3.0,6.0,,True,True,False,https://www.nekretnine.rs/oglasi/1052079/
268000.0,103.0,4.0,Beograd,Čukarica,5.0,7.0,,True,True,True,https://www.nekretnine.rs/oglasi/1048727/
375000.0,71.0,3.0,Beograd,Vračar,3.0,4.0,,True,True,True,https://www.nekretnine.rs/oglasi/41685/
149000.0,51.0,2.0,Beograd,Palilula,1.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/31867/
465000.0,110.0,5.0,Beograd,Stari Grad,3.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1029103/
198900.0,65.0,3.0,Beograd,Čukarica,3.0,5.0,,True,True,True,https://www.nekretnine.rs/oglasi/1028579/
191269.0,56.0,2.0,Beograd,Zemun,0.0,1.0,2026.0,False,False,True,https://www.nekretnine.rs/oglasi/1040879/
455000.0,86.0,3.0,Beograd,Vračar,3.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1017201/
219000.0,59.0,2.0,Beograd,Novi Beograd,6.0,9.0,,True,True,False,https://www.nekretnine.rs/oglasi/1004755/
360000.0,85.0,3.0,Beograd,Vračar,1.0,4.0,,True,True,True,https://www.nekretnine.rs/oglasi/1016713/
370000.0,157.0,4.0,Beograd,Zvezdara,5.0,5.0,,True,True,True,https://www.nekretnine.rs/oglasi/337687/
255000.0,57.0,2.0,Beograd,Savski Venac,2.0,3.0,,False,True,False,https://www.nekretnine.rs/oglasi/1030901/
274500.0,61.0,3.0,Beograd,Novi Beograd,1.0,4.0,,False,True,True,https://www.nekretnine.rs/oglasi/1006025/
419000.0,103.0,4.0,Beograd,Zemun,6.0,8.0,,True,True,False,https://www.nekretnine.rs/oglasi/1030729/
255000.0,64.0,3.0,Beograd,Vračar,1.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1016715/
475000.0,91.0,3.0,Beograd,Savski Venac,6.0,20.0,,True,True,False,https://www.nekretnine.rs/oglasi/1051165/
83000.0,21.0,1.0,Beograd,Voždovac,2.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1016159/
210000.0,84.0,3.0,Beograd,Zvezdara,6.0,8.0,,True,True,False,https://www.nekretnine.rs/oglasi/828735/
200000.0,47.0,2.0,Beograd,Novi Beograd,2.0,6.0,,True,True,True,https://www.nekretnine.rs/oglasi/1007281/
368000.0,87.0,3.0,Beograd,Savski Venac,1.0,5.0,,False,True,False,https://www.nekretnine.rs/oglasi/1060809/
132999.0,50.0,2.0,Beograd,Palilula,,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1060603/
400000.0,79.0,3.0,Beograd,Vračar,2.0,5.0,,False,True,True,https://www.nekretnine.rs/oglasi/1028573/
320000.0,88.0,4.0,Beograd,Voždovac,5.0,7.0,,True,True,False,https://www.nekretnine.rs/oglasi/1018817/
1390000.0,316.0,6.0,Beograd,Vračar,4.0,6.0,2015.0,True,True,True,https://www.nekretnine.rs/oglasi/77027/
450000.0,96.0,5.0,Beograd,Stari Grad,5.0,5.0,,True,False,False,https://www.nekretnine.rs/oglasi/1005395/
338000.0,110.0,5.0,Beograd,Voždovac,4.0,4.0,,True,True,True,https://www.nekretnine.rs/oglasi/1029107/
100000.0,46.0,3.0,Beograd,Zemun,2.0,2.0,,False,True,True,https://www.nekretnine.rs/oglasi/1016151/
399000.0,112.0,4.0,Beograd,Vračar,4.0,4.0,,True,True,False,https://www.nekretnine.rs/oglasi/145037/
350000.0,100.0,4.0,Beograd,Palilula,5.0,5.0,,True,True,False,https://www.nekretnine.rs/oglasi/74947/
595000.0,120.0,5.0,Beograd,Palilula,4.0,5.0,,False,True,False,https://www.nekretnine.rs/oglasi/30385/
385000.0,84.0,3.0,Beograd,Novi Beograd,4.0,9.0,,True,True,True,https://www.nekretnine.rs/oglasi/1051651/
350000.0,76.0,3.0,Beograd,Novi Beograd,3.0,9.0,,True,True,True,https://www.nekretnine.rs/oglasi/1051655/
156000.0,34.0,2.0,Beograd,Zvezdara,16.0,16.0,1970.0,True,True,False,https://www.nekretnine.rs/oglasi/1029589/
204900.0,61.0,3.0,Beograd,Zvezdara,9.0,11.0,,True,True,False,https://www.nekretnine.rs/oglasi/1055265/
128000.0,47.0,3.0,Beograd,Zemun,4.0,4.0,2020.0,False,True,False,https://www.nekretnine.rs/oglasi/1055013/
195000.0,68.0,2.0,Beograd,Vračar,1.0,2.0,1933.0,False,True,False,https://www.nekretnine.rs/oglasi/1034261/
265000.0,53.0,2.0,Beograd,Stari Grad,1.0,3.0,1936.0,False,True,False,https://www.nekretnine.rs/oglasi/1006119/
385000.0,91.0,4.0,Beograd,Zvezdara,7.0,7.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/42503/
285000.0,58.0,3.0,Beograd,Stari Grad,4.0,4.0,2014.0,True,True,False,https://www.nekretnine.rs/oglasi/1051741/
116000.0,43.0,2.0,Beograd,Surčin,1.0,3.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/1023027/
187000.0,72.0,3.0,Beograd,Zvezdara,6.0,6.0,1968.0,False,True,False,https://www.nekretnine.rs/oglasi/524711/
169800.0,67.0,3.0,Beograd,Surčin,2.0,3.0,2023.0,False,True,True,https://www.nekretnine.rs/oglasi/1048183/
142000.0,57.0,2.0,Beograd,Zemun,1.0,3.0,1970.0,False,True,False,https://www.nekretnine.rs/oglasi/1006547/
125200.0,44.0,2.0,Beograd,Surčin,1.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97617/
119900.0,44.0,2.0,Beograd,Surčin,2.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97231/
99900.0,66.0,3.0,Beograd,Palilula,1.0,1.0,1972.0,False,False,True,https://www.nekretnine.rs/oglasi/36473/
116000.0,43.0,2.0,Beograd,Surčin,1.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97139/
110700.0,82.0,3.0,Beograd,Zemun,2.0,3.0,,False,True,False,https://www.nekretnine.rs/oglasi/1059921/
275000.0,75.0,2.0,Beograd,Novi Beograd,4.0,6.0,,True,False,False,https://www.nekretnine.rs/oglasi/94907/
169000.0,69.0,3.0,Beograd,Surčin,4.0,4.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97489/
125200.0,44.0,2.0,Beograd,Surčin,1.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97481/
335000.0,110.0,5.0,Beograd,Novi Beograd,6.0,7.0,1985.0,True,True,True,https://www.nekretnine.rs/oglasi/1008509/
118300.0,42.0,2.0,Beograd,Surčin,4.0,4.0,2024.0,False,True,True,https://www.nekretnine.rs/oglasi/1000383/
225000.0,56.0,3.0,Beograd,Zvezdara,4.0,4.0,2017.0,False,True,False,https://www.nekretnine.rs/oglasi/1044251/
156750.0,57.0,3.0,Beograd,Surčin,3.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97351/
145000.0,50.0,3.0,Beograd,Surčin,3.0,3.0,2022.0,False,False,False,https://www.nekretnine.rs/oglasi/97245/
132000.0,77.0,3.0,Beograd,Grocka,2.0,3.0,2000.0,False,True,False,https://www.nekretnine.rs/oglasi/95927/
169000.0,69.0,3.0,Beograd,Surčin,4.0,4.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97487/
200000.0,53.0,3.0,Beograd,Rakovica,1.0,9.0,2025.0,True,True,True,https://www.nekretnine.rs/oglasi/1024669/
169000.0,69.0,3.0,Beograd,Surčin,4.0,4.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/999069/
360000.0,80.0,2.0,Beograd,Voždovac,1.0,3.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/1016147/
252000.0,98.0,3.0,Beograd,Voždovac,4.0,4.0,,False,True,False,https://www.nekretnine.rs/oglasi/1060829/
116000.0,43.0,1.0,Beograd,Surčin,1.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97495/
185000.0,45.0,2.0,Beograd,Zemun,1.0,2.0,,False,False,False,https://www.nekretnine.rs/oglasi/31755/
118300.0,42.0,1.0,Beograd,Surčin,4.0,4.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97611/
156750.0,57.0,3.0,Beograd,Surčin,3.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97621/
156750.0,57.0,3.0,Beograd,Surčin,3.0,2.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97111/
415000.0,110.0,4.0,Beograd,Zvezdara,5.0,6.0,2003.0,False,True,False,https://www.nekretnine.rs/oglasi/31811/
164000.0,63.0,4.0,Beograd,Rakovica,3.0,3.0,1970.0,False,False,False,https://www.nekretnine.rs/oglasi/1006535/
156750.0,57.0,3.0,Beograd,Surčin,3.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/1042281/
466000.0,99.0,4.0,Beograd,Zvezdara,5.0,5.0,2022.0,False,True,True,https://www.nekretnine.rs/oglasi/1038669/
440000.0,129.0,5.0,Beograd,Stari Grad,3.0,4.0,1926.0,False,True,False,https://www.nekretnine.rs/oglasi/1017597/
117000.0,39.0,2.0,Beograd,Surčin,3.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97115/
170000.0,85.0,3.0,Beograd,Voždovac,6.0,7.0,,False,False,False,https://www.nekretnine.rs/oglasi/1059749/
750000.0,153.0,4.0,Beograd,Stari Grad,5.0,6.0,,True,True,False,https://www.nekretnine.rs/oglasi/1030235/
116000.0,43.0,2.0,Beograd,Surčin,1.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97461/
390000.0,72.0,3.0,Beograd,Savski Venac,13.0,15.0,,True,True,True,https://www.nekretnine.rs/oglasi/999021/
219000.0,108.0,5.0,Beograd,Rakovica,7.0,8.0,2008.0,True,True,False,https://www.nekretnine.rs/oglasi/48581/
239350.0,67.0,3.0,Beograd,Čukarica,9.0,9.0,2024.0,True,True,True,https://www.nekretnine.rs/oglasi/1049563/
460000.0,130.0,4.0,Beograd,Čukarica,2.0,3.0,2016.0,False,True,False,https://www.nekretnine.rs/oglasi/1042025/
163800.0,78.0,3.0,Beograd,Zvezdara,3.0,3.0,2025.0,True,True,True,https://www.nekretnine.rs/oglasi/87271/
600000.0,134.0,8.0,Beograd,Zemun,1.0,2.0,1900.0,False,True,False,https://www.nekretnine.rs/oglasi/30985/
145000.0,50.0,3.0,Beograd,Surčin,3.0,3.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/1023029/
320000.0,71.0,3.0,Beograd,Zemun,3.0,8.0,,True,True,True,https://www.nekretnine.rs/oglasi/1051437/
189000.0,70.0,3.0,Beograd,Voždovac,1.0,6.0,1993.0,True,True,False,https://www.nekretnine.rs/oglasi/1051173/
177000.0,48.0,2.0,Beograd,Voždovac,3.0,3.0,2012.0,False,True,False,https://www.nekretnine.rs/oglasi/1014159/
127600.0,44.0,1.0,Beograd,Surčin,3.0,3.0,2025.0,False,False,True,https://www.nekretnine.rs/oglasi/97493/
399000.0,85.0,3.0,Beograd,Novi Beograd,2.0,6.0,,False,True,False,https://www.nekretnine.rs/oglasi/1018165/
1850000.0,283.0,4.0,Beograd,Vračar,6.0,7.0,2022.0,True,True,True,https://www.nekretnine.rs/oglasi/22093/
260000.0,85.0,3.0,Beograd,Voždovac,3.0,4.0,2010.0,False,True,False,https://www.nekretnine.rs/oglasi/48413/
159000.0,37.0,2.0,Beograd,Zvezdara,2.0,3.0,2019.0,False,True,True,https://www.nekretnine.rs/oglasi/999215/
92000.0,45.0,2.0,Beograd,Obrenovac,4.0,5.0,,False,True,False,https://www.nekretnine.rs/oglasi/1059215/
125400.0,44.0,1.0,Beograd,Surčin,1.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97137/
242000.0,71.0,3.0,Beograd,Zemun,2.0,4.0,2026.0,True,True,True,https://www.nekretnine.rs/oglasi/1003505/
119900.0,44.0,2.0,Beograd,Surčin,2.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/1001137/
950000.0,239.0,6.0,Beograd,Stari Grad,1.0,4.0,,False,False,False,https://www.nekretnine.rs/oglasi/1055415/
228000.0,69.0,3.0,Beograd,Novi Beograd,3.0,4.0,1995.0,True,True,False,https://www.nekretnine.rs/oglasi/1044687/
131600.0,47.0,2.0,Beograd,Surčin,4.0,4.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97133/
136300.0,47.0,2.0,Beograd,Surčin,3.0,4.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97371/
430000.0,144.0,3.0,Beograd,Zemun,6.0,6.0,2026.0,True,True,True,https://www.nekretnine.rs/oglasi/1049633/
172500.0,69.0,3.0,Beograd,Surčin,4.0,4.0,2024.0,False,True,True,https://www.nekretnine.rs/oglasi/1018679/
116000.0,43.0,2.0,Beograd,Surčin,2.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97459/
127600.0,44.0,2.0,Beograd,Surčin,3.0,3.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/999081/
156750.0,57.0,2.0,Beograd,Surčin,3.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/97131/
385000.0,91.0,2.0,Beograd,Zvezdara,2.0,7.0,2026.0,False,True,True,https://www.nekretnine.rs/oglasi/57/
130000.0,48.0,2.0,Beograd,Palilula,3.0,4.0,1980.0,False,True,False,https://www.nekretnine.rs/oglasi/1033025/
385000.0,88.0,3.0,Beograd,Novi Beograd,9.0,10.0,2022.0,True,False,False,https://www.nekretnine.rs/oglasi/1040231/
150000.0,50.0,3.0,Beograd,Surčin,3.0,3.0,2025.0,False,True,True,https://www.nekretnine.rs/oglasi/1030619/
